region,month,temperature_c,humidity_pct,pressure_hpa,wind_speed_kph,precip_mm,cloud_cover_pct,condition
Central,1,18.57,44.64,1009.24,8.16,5.0,5.43,Cloudy
East,8,22.57,84.97,1005.4,13.73,20.14,67.74,Rain
West,12,25.77,34.44,1009.37,16.65,7.04,25.04,Sunny
Central,1,20.99,38.84,1013.52,14.45,5.0,7.76,Cloudy
North,4,25.84,45.53,1006.82,16.27,15.59,76.13,Cloudy
North,3,33.93,39.44,1010.19,10.1,4.5,21.67,Sunny
East,8,26.63,81.29,1009.36,14.48,22.31,38.86,Rain
Central,11,24.95,70.34,1009.59,19.82,14.54,45.35,Rain
Central,12,17.88,56.85,1008.57,15.12,7.07,26.05,Cloudy
South,10,29.52,71.03,1009.21,12.01,23.13,100.0,Rain
East,12,17.68,66.42,1006.05,8.51,17.67,54.94,Cloudy
Central,7,23.88,83.64,1000.68,16.74,19.58,61.61,Rain
Central,12,20.55,52.16,1013.27,6.36,14.17,55.24,Sunny
South,1,18.5,51.1,1014.61,13.63,8.04,32.03,Sunny
South,4,35.86,62.79,1002.94,15.43,26.11,92.14,Cloudy
West,11,30.19,67.59,1011.38,7.61,16.63,26.73,Sunny
East,11,26.91,66.57,1001.45,13.63,22.18,73.34,Cloudy
South,5,43.08,51.67,1009.47,15.63,8.0,57.34,Cloudy
East,6,20.42,80.71,999.71,14.68,35.9,100.0,Storm
South,3,32.73,62.55,1012.31,14.82,8.0,30.97,Cloudy
East,11,25.23,79.38,1010.74,14.61,13.0,77.18,Rain
West,11,24.22,63.15,1009.48,12.03,10.6,38.29,Sunny
East,12,14.74,55.2,1013.39,9.74,10.93,21.51,Sunny
West,7,26.4,70.85,1006.64,15.19,16.54,39.87,Rain
North,9,18.59,69.8,1009.93,21.16,15.0,78.12,Cloudy
West,5,34.0,49.86,1008.87,8.33,7.36,16.36,Cloudy
East,5,34.47,49.37,1013.64,2.28,14.09,42.82,Cloudy
West,6,30.63,63.73,1014.46,22.58,14.0,62.05,Rain
South,4,34.96,49.17,1003.1,13.5,10.46,36.45,Cloudy
East,8,28.6,80.77,1008.63,10.78,19.41,77.18,Rain
Central,6,32.03,93.86,1007.86,11.12,28.16,100.0,Rain
West,4,38.88,49.61,1001.33,6.04,3.5,5.99,Cloudy
North,11,23.52,68.59,1013.13,10.91,10.58,58.19,Cloudy
Central,8,21.01,95.38,1010.22,7.93,16.5,39.84,Rain
South,12,27.89,56.96,1011.14,12.14,10.69,43.43,Cloudy
South,4,40.58,60.04,1001.54,9.41,8.0,26.51,Sunny
Central,1,17.1,47.08,1019.53,7.15,5.0,31.02,Sunny
East,2,15.28,44.46,1010.78,21.53,7.5,14.29,Sunny
West,4,31.47,59.05,1012.81,15.32,3.5,41.97,Sunny
Central,3,33.37,48.3,1014.34,10.82,16.74,77.88,Sunny
West,4,31.82,51.09,1012.94,9.41,3.5,19.12,Sunny
West,12,19.65,54.44,1011.0,24.69,4.71,14.63,Cloudy
North,9,22.27,78.22,1006.68,16.11,15.0,65.78,Rain
North,8,18.56,53.04,1005.62,20.68,28.96,100.0,Storm
West,2,22.93,37.66,1007.86,10.27,2.5,18.09,Cloudy
South,10,34.91,75.73,1000.38,12.79,13.52,38.33,Rain
North,1,16.51,34.56,1013.13,11.88,3.5,12.27,Fog
East,12,22.22,53.36,1010.09,6.16,7.5,17.23,Cloudy
West,6,30.96,77.98,997.37,10.64,14.0,67.91,Rain
North,6,27.14,67.14,998.4,13.87,15.0,48.63,Rain
North,5,27.52,40.73,1000.85,11.95,5.55,29.25,Cloudy
East,5,32.79,69.94,1011.41,18.39,19.57,80.15,Cloudy
East,1,17.36,51.92,1011.68,17.46,7.5,11.79,Cloudy
West,5,34.97,45.46,1006.99,9.77,3.5,2.23,Sunny
North,5,29.61,35.96,1018.35,10.46,4.5,13.2,Sunny
East,7,25.96,75.79,1008.2,7.76,21.37,83.35,Rain
West,1,17.96,38.22,1008.88,10.44,2.5,8.41,Sunny
North,12,22.62,30.12,1012.31,10.23,3.5,5.37,Sunny
South,5,35.32,71.04,1001.19,9.42,8.0,27.35,Cloudy
Central,6,24.24,78.51,1013.14,8.02,17.22,64.15,Rain
West,3,32.49,44.73,1008.46,16.25,9.34,25.66,Cloudy
West,1,26.08,30.64,1015.27,5.17,2.75,14.56,Sunny
North,2,23.32,40.67,1013.6,7.64,6.37,18.52,Sunny
South,5,32.03,64.44,1001.43,10.66,8.0,43.92,Cloudy
West,5,30.17,51.13,1010.18,14.23,3.94,26.75,Cloudy
West,5,38.8,49.74,1003.9,6.18,3.5,10.87,Cloudy
North,2,20.95,32.08,1012.96,8.95,3.5,19.21,Fog
Central,5,31.97,53.83,1003.45,11.32,6.0,26.77,Cloudy
West,11,30.66,74.38,1009.52,10.86,16.42,58.54,Rain
West,3,32.81,67.8,1016.88,9.3,4.87,4.14,Cloudy
South,7,31.35,97.33,1009.5,11.93,18.5,69.17,Rain
North,8,22.75,76.52,1002.14,13.04,25.43,83.52,Rain
East,5,36.27,52.69,1010.87,15.23,21.29,63.66,Cloudy
East,9,19.24,92.11,1011.28,13.83,22.6,94.44,Rain
South,10,30.21,91.15,1009.61,18.22,19.1,74.97,Rain
North,12,23.22,36.23,1008.46,8.52,9.02,44.73,Fog
East,9,27.4,78.78,1010.06,16.39,19.0,66.08,Rain
West,2,24.79,34.03,1013.25,13.47,3.34,23.32,Cloudy
Central,6,29.17,80.75,1007.4,8.7,16.5,44.19,Rain
East,3,31.74,63.06,1009.69,14.82,8.5,35.6,Sunny
North,6,20.45,71.96,1002.53,13.24,19.29,36.31,Rain
Central,11,24.5,65.47,1012.7,9.67,11.71,32.75,Cloudy
South,4,35.18,56.75,995.5,15.02,8.78,29.87,Cloudy
East,9,32.55,91.55,998.34,20.58,19.0,39.58,Rain
Central,5,26.87,45.51,1018.59,20.64,12.31,43.76,Cloudy
Central,5,35.21,51.07,1013.94,11.06,6.0,20.11,Sunny
East,10,31.16,76.3,1000.7,17.63,17.66,59.39,Rain
South,12,21.18,49.21,1006.81,15.32,7.0,35.02,Sunny
North,3,34.12,46.39,1007.32,16.25,12.68,23.99,Sunny
South,8,26.12,99.78,1007.74,9.3,18.5,62.0,Rain
North,1,14.62,39.64,1009.48,13.75,7.48,19.13,Fog
South,5,36.95,57.31,1005.87,13.8,16.46,38.84,Cloudy
North,1,16.74,31.29,1008.61,12.12,3.5,5.45,Fog
South,12,19.47,48.08,1016.19,6.46,7.0,30.02,Sunny
South,2,23.04,63.69,1009.32,13.33,8.98,27.99,Sunny
East,1,18.49,45.53,1008.04,13.86,7.5,33.15,Cloudy
West,10,31.43,70.15,1001.73,8.54,11.01,47.84,Cloudy
South,11,26.76,75.25,1002.98,16.94,32.92,100.0,Rain
East,5,33.01,63.54,1010.91,13.32,8.5,20.03,Sunny
East,8,23.85,82.57,1014.47,19.73,20.1,67.42,Rain
North,10,21.97,56.27,1007.31,13.73,13.9,37.63,Cloudy
West,12,21.34,35.76,1007.71,14.6,2.5,1.76,Cloudy
West,11,29.38,59.26,1009.62,15.16,17.96,80.5,Cloudy
Central,3,31.81,48.52,1016.62,14.24,11.04,37.38,Cloudy
North,2,22.09,41.57,1011.43,11.52,13.34,46.01,Fog
South,9,31.33,99.2,1013.89,14.93,19.99,76.03,Rain
North,5,30.98,38.64,1008.61,8.43,4.5,17.51,Cloudy
East,6,24.36,79.99,1008.73,19.4,19.11,69.25,Rain
South,3,35.41,82.9,1009.33,12.72,14.84,33.58,Rain
North,2,15.32,36.41,1017.41,16.75,10.13,20.37,Sunny
North,1,18.68,29.59,1012.12,12.3,5.26,26.34,Fog
South,3,32.21,67.32,1005.76,11.32,8.0,20.37,Sunny
South,9,25.8,90.15,1006.71,18.35,18.5,55.92,Rain
Central,10,26.22,68.25,1013.22,17.8,10.5,28.86,Sunny
South,7,23.28,81.16,1014.83,13.65,23.06,51.31,Rain
North,6,22.38,69.43,1012.13,8.15,20.53,91.3,Cloudy
South,1,25.02,49.14,1007.56,6.55,9.51,30.1,Sunny
South,6,27.47,94.65,1008.71,12.64,18.55,61.13,Rain
North,7,18.14,67.87,1012.3,12.47,23.79,84.32,Cloudy
Central,9,23.72,84.45,1002.93,11.87,24.3,71.99,Rain
North,2,14.92,35.34,1008.18,8.76,5.91,18.46,Sunny
South,1,32.0,50.67,1016.49,16.09,12.63,41.9,Sunny
Central,6,24.09,76.38,1008.43,15.67,16.5,39.3,Rain
West,6,26.07,85.58,1014.05,13.15,18.99,66.41,Rain
Central,8,28.57,81.8,1009.83,15.83,21.93,53.03,Rain
South,8,27.75,94.08,1001.13,13.67,30.29,64.56,Rain
West,11,25.68,72.41,1007.87,6.81,8.0,19.49,Sunny
South,9,32.33,83.14,1005.3,15.68,18.5,58.26,Rain
East,6,29.5,82.3,1002.93,10.18,28.16,90.43,Rain
South,11,30.24,76.15,1010.45,7.9,16.35,36.91,Rain
South,11,23.32,82.58,1007.29,11.45,12.5,41.41,Rain
North,5,29.69,51.76,1016.43,16.54,9.78,19.58,Cloudy
South,11,30.4,80.35,1008.8,5.8,15.8,45.91,Rain
South,5,41.45,67.32,1006.93,5.79,9.72,10.82,Cloudy
West,9,27.86,86.12,1003.41,13.78,18.77,98.42,Rain
South,11,29.72,78.34,1010.74,12.86,15.89,85.08,Rain
Central,10,22.28,76.08,997.84,6.02,10.5,47.26,Cloudy
South,7,34.0,97.17,1015.99,12.22,20.18,98.09,Rain
West,9,29.59,83.42,1001.55,20.58,17.61,61.16,Rain
Central,1,15.57,52.02,1004.0,11.79,5.13,39.35,Sunny
South,8,23.61,88.42,1005.69,9.61,18.5,54.18,Rain
South,3,38.21,58.23,1013.54,15.52,8.0,32.8,Cloudy
West,12,24.08,39.51,1013.27,8.93,3.35,15.74,Sunny
East,7,28.37,75.38,1009.13,8.89,19.0,71.94,Rain
West,5,38.89,52.9,1011.61,12.05,13.24,36.28,Cloudy
East,12,21.4,54.92,1014.24,8.92,7.5,26.2,Cloudy
South,3,41.99,59.92,999.24,8.05,12.22,21.69,Cloudy
East,3,31.23,51.48,1015.34,18.63,20.71,49.4,Cloudy
North,9,18.22,77.84,1012.51,19.43,19.91,67.66,Rain
West,10,25.44,63.07,1005.94,17.51,19.06,72.32,Cloudy
West,6,25.8,83.09,1009.12,8.4,17.44,68.25,Rain
North,10,24.1,56.56,1013.28,7.57,9.0,13.37,Cloudy
East,1,18.38,59.6,1010.77,14.93,9.72,29.61,Sunny
Central,2,18.32,45.92,1010.08,13.64,9.0,44.67,Sunny
East,7,22.99,84.96,1004.25,7.08,35.68,100.0,Storm
Central,7,24.26,77.78,1008.9,12.56,18.01,51.48,Rain
Central,1,24.02,50.23,1007.1,16.14,5.0,8.33,Cloudy
Central,8,27.46,84.28,1004.35,12.6,17.9,35.37,Rain
North,11,22.03,47.51,1005.81,7.19,9.0,24.6,Cloudy
West,3,35.38,59.12,1011.46,16.63,7.3,26.97,Sunny
South,7,26.88,92.15,999.49,14.29,26.91,100.0,Rain
South,10,29.71,78.82,1001.92,11.62,24.93,89.87,Rain
West,10,23.61,56.85,1001.1,9.1,13.48,33.62,Cloudy
North,4,27.75,50.18,1006.36,19.2,8.25,6.61,Sunny
North,6,20.85,70.83,1013.32,17.14,23.3,65.81,Rain
South,7,27.62,92.2,1006.01,12.38,27.95,100.0,Rain
North,4,33.16,48.74,1010.35,16.94,20.14,55.49,Sunny
West,5,31.22,45.02,1004.9,14.25,7.36,4.7,Cloudy
North,4,33.41,43.45,1004.68,17.47,5.71,10.26,Sunny
Central,1,21.04,42.82,1014.01,12.01,7.36,35.26,Cloudy
Central,10,22.35,68.99,1009.26,15.86,10.81,33.78,Cloudy
North,3,28.45,46.76,1011.63,12.32,10.82,27.42,Cloudy
West,8,27.62,86.57,1001.83,7.49,14.0,33.85,Rain
West,11,27.89,62.8,1007.39,8.18,13.75,45.96,Cloudy
Central,9,29.27,76.22,1007.87,10.58,16.5,70.65,Rain
West,1,18.79,30.51,998.89,7.48,6.28,27.15,Cloudy
West,2,16.55,40.27,1009.13,5.37,9.71,24.97,Cloudy
North,1,15.98,37.61,1011.47,12.43,3.5,20.54,Fog
Central,9,22.03,79.77,1017.29,12.84,19.66,60.13,Rain
Central,7,22.09,87.22,1016.98,16.71,16.5,40.68,Rain
East,8,32.96,78.5,1007.23,16.67,20.11,78.78,Rain
Central,4,30.96,35.73,1010.03,9.11,12.89,73.99,Sunny
East,5,33.17,70.27,1000.84,15.02,10.24,21.75,Cloudy
East,1,17.46,42.4,1013.29,17.09,14.31,25.3,Cloudy
North,3,26.99,49.04,1010.92,9.05,8.47,45.4,Sunny
South,6,24.53,84.85,1003.77,9.47,19.21,81.56,Rain
Central,3,28.65,62.19,1007.55,17.65,10.55,49.29,Cloudy
Central,10,26.62,71.01,1009.71,17.83,14.36,50.75,Rain
North,1,17.98,25.08,1006.88,23.23,28.81,80.35,Storm
Central,6,25.83,76.06,1008.81,15.26,16.5,43.39,Rain
North,9,18.21,68.93,1007.39,2.81,17.33,86.36,Cloudy
West,4,34.14,48.31,1011.74,9.81,3.5,34.57,Cloudy
Central,4,34.31,46.26,1018.4,12.62,13.5,47.98,Cloudy
East,7,27.44,91.31,1003.0,10.67,30.84,100.0,Rain
South,10,30.43,68.56,1010.24,8.83,12.5,41.69,Sunny
West,12,15.29,46.69,1012.92,11.75,2.5,2.58,Sunny
West,4,34.35,52.92,1010.3,11.97,15.77,57.96,Sunny
Central,5,32.3,55.12,1003.43,7.9,7.23,22.29,Cloudy
Central,1,16.61,30.01,1002.08,13.33,5.0,5.06,Cloudy
East,11,27.81,76.94,1016.38,10.42,13.0,59.4,Rain
North,12,20.58,38.49,1005.4,11.94,11.75,39.22,Fog
North,11,24.65,44.94,1004.83,14.64,11.99,44.24,Cloudy
North,4,26.86,41.26,1009.74,12.57,13.24,48.08,Cloudy
West,9,28.21,85.71,1011.01,15.36,20.63,71.95,Rain
Central,9,27.6,91.1,1002.97,8.37,16.5,53.5,Rain
Central,3,29.47,54.92,1015.23,15.18,6.0,34.37,Cloudy
Central,9,25.79,76.93,1002.64,13.06,21.79,51.42,Rain
East,8,22.29,82.06,1007.47,23.01,27.95,76.74,Storm
West,7,27.22,70.88,1011.46,11.35,14.0,52.03,Rain
East,11,24.01,83.15,1011.73,20.11,21.37,79.53,Rain
Central,2,17.81,38.22,1009.17,15.43,11.4,42.8,Sunny
South,3,36.03,56.71,1009.9,10.54,15.01,72.63,Cloudy
North,6,22.7,69.28,1003.91,13.16,15.0,43.05,Rain
Central,7,27.67,71.5,1010.03,11.26,16.5,71.42,Rain
Central,7,21.12,74.8,1003.51,14.43,16.5,51.33,Rain
North,9,18.91,67.72,1005.94,11.62,21.08,54.81,Rain
Central,1,23.7,43.54,1009.67,9.08,5.0,33.82,Sunny
Central,12,18.07,34.39,1008.26,9.65,5.0,20.52,Cloudy
South,7,27.72,91.27,1002.14,10.43,18.5,42.07,Rain
West,11,22.35,61.75,1007.15,13.96,10.84,59.18,Cloudy
North,7,22.82,58.9,1010.7,6.04,17.71,50.83,Cloudy
Central,2,18.34,38.15,1010.44,8.98,5.0,28.22,Sunny
Central,7,22.43,75.58,1007.93,13.33,29.2,69.14,Rain
Central,12,19.82,46.79,1011.01,12.77,5.0,19.65,Sunny
South,2,25.35,53.33,1005.36,10.37,9.38,33.92,Sunny
North,4,29.77,43.66,1013.5,10.85,18.17,54.61,Cloudy
West,1,20.87,31.5,1008.58,8.92,3.09,7.41,Sunny
South,8,29.78,99.83,1006.67,13.54,31.47,89.88,Rain
Central,1,20.92,73.62,1010.26,12.14,15.0,43.88,Rain
East,5,33.53,52.92,1010.6,16.24,14.39,42.91,Sunny
North,5,27.87,43.22,1008.04,11.14,16.71,54.85,Cloudy
East,8,24.45,93.92,1008.27,19.52,21.35,57.03,Rain
Central,9,25.33,69.02,1001.66,17.73,26.84,59.2,Cloudy
Central,2,17.71,43.64,1012.99,9.66,5.0,11.31,Sunny
South,7,29.83,90.9,1003.31,15.09,18.5,92.15,Rain
Central,1,17.61,48.01,1016.6,6.0,16.21,57.12,Sunny
South,4,40.26,69.6,1008.7,14.94,8.0,21.28,Cloudy
Central,1,17.72,44.33,1016.97,12.99,12.1,38.8,Sunny
West,6,30.71,77.31,1008.02,4.04,14.0,72.52,Rain
East,7,26.29,84.69,1007.67,13.6,19.03,27.41,Rain
East,6,25.96,88.12,1001.77,11.12,22.75,80.43,Rain
East,6,26.77,83.02,1003.91,14.55,21.58,61.34,Rain
South,1,23.91,50.75,1016.27,5.9,7.0,23.44,Cloudy
West,4,33.31,39.21,1007.04,16.3,3.5,5.7,Sunny
North,9,21.83,59.48,1010.26,7.86,20.38,77.43,Cloudy
South,6,28.17,95.86,1003.37,9.76,18.5,70.64,Rain
West,10,23.26,62.68,1008.46,9.97,13.46,60.63,Sunny
West,4,31.94,59.47,1008.91,5.69,8.66,34.44,Cloudy
West,7,23.92,67.38,1007.11,12.31,16.72,56.9,Rain
East,11,24.87,81.09,1000.52,15.78,14.68,55.16,Rain
East,10,30.6,77.17,1004.37,16.97,30.04,93.88,Rain
West,4,37.0,55.43,1008.25,9.45,3.5,8.28,Cloudy
East,8,24.48,74.72,1016.39,12.72,31.2,100.0,Rain
South,10,29.7,66.76,1009.27,8.17,12.5,43.83,Sunny
East,11,26.79,77.52,1006.82,17.93,17.97,61.27,Rain
West,4,37.43,57.96,1003.06,13.75,3.5,0.79,Cloudy
Central,7,21.24,81.47,1012.33,11.3,16.5,63.69,Rain
Central,7,25.2,79.47,1009.23,16.81,20.13,52.45,Rain
Central,4,31.44,56.22,1009.11,6.39,6.82,16.4,Cloudy
South,9,25.89,93.5,1012.73,15.0,30.25,59.85,Rain
North,2,16.64,32.42,1015.25,19.19,24.26,77.88,Sunny
South,8,27.54,72.78,1015.76,16.35,21.05,97.03,Rain
North,2,16.45,43.99,1012.04,4.93,6.57,35.82,Fog
West,1,23.11,42.19,1012.32,8.29,8.42,20.47,Sunny
Central,5,30.61,55.66,1010.95,3.32,6.0,24.83,Sunny
South,5,34.76,55.11,1001.51,7.93,10.73,51.77,Cloudy
West,11,31.02,68.52,1011.22,9.54,8.0,22.37,Sunny
South,7,31.79,86.75,998.56,13.52,22.22,55.1,Rain
East,1,22.14,48.62,1004.74,5.07,16.43,51.95,Cloudy
South,10,24.51,78.91,1012.21,15.43,12.5,37.67,Rain
East,9,26.62,78.99,1006.41,13.81,19.0,70.66,Rain
West,6,27.26,69.76,1010.11,11.59,21.38,85.05,Cloudy
West,4,39.3,45.61,1005.72,10.82,14.4,58.53,Sunny
North,8,24.46,62.43,1011.53,9.98,18.49,60.8,Rain
East,6,31.14,81.43,1001.19,8.36,19.06,77.06,Rain
East,3,33.94,64.61,1004.55,7.0,8.5,24.9,Sunny
North,6,24.25,62.99,1013.45,19.28,17.2,47.59,Rain
East,10,23.0,88.85,1007.7,14.69,14.47,67.73,Rain
East,12,19.52,56.64,1009.06,17.83,7.5,10.4,Cloudy
Central,4,34.26,55.64,1009.16,5.5,7.5,25.29,Sunny
Central,1,14.77,40.83,1012.57,16.36,5.0,2.83,Sunny
West,7,23.76,76.55,1008.57,20.98,14.0,37.93,Rain
South,2,24.95,49.05,1011.84,12.62,7.0,42.57,Sunny
Central,10,26.52,74.73,1006.99,18.01,23.48,97.18,Rain
West,8,29.68,80.59,999.59,16.14,22.45,100.0,Rain
South,3,38.85,66.86,1010.02,11.08,8.0,25.46,Cloudy
East,6,25.84,79.39,1007.68,16.13,26.86,57.16,Rain
West,9,29.28,68.71,1010.91,20.09,25.55,95.1,Storm
West,3,38.32,49.04,1009.23,18.85,9.98,33.07,Cloudy
East,9,22.75,82.33,1010.53,17.25,24.49,100.0,Rain
East,9,28.26,92.51,1008.44,10.5,23.78,92.07,Rain
North,1,18.69,35.94,1004.89,9.38,6.6,20.03,Fog
South,7,30.08,98.31,1003.26,10.03,18.5,72.78,Rain
Central,10,31.55,65.3,1008.32,10.6,16.84,49.37,Cloudy
North,2,15.47,32.59,1015.84,13.4,21.61,75.12,Fog
South,8,23.79,86.63,1001.91,16.01,18.5,74.1,Rain
Central,1,15.25,36.67,1016.45,14.21,9.25,33.49,Cloudy
East,9,22.25,85.95,998.2,8.6,20.04,95.19,Rain
South,1,20.99,62.1,1008.68,17.91,14.53,55.36,Cloudy
East,12,18.98,53.52,1003.07,16.28,13.55,52.22,Cloudy
West,12,27.1,44.91,1008.57,8.08,3.0,10.65,Sunny
East,8,26.47,91.21,1012.7,17.68,22.66,95.11,Rain
West,9,28.29,88.8,1007.94,10.74,14.0,55.4,Rain
East,1,17.2,50.68,1006.04,8.71,16.1,58.43,Cloudy
West,11,31.27,56.66,1015.0,10.05,10.82,28.49,Cloudy
South,10,30.38,89.26,1003.82,11.88,14.77,56.67,Rain
North,1,12.26,38.21,1014.55,9.33,10.45,57.78,Fog
South,4,37.17,62.88,1000.44,1.97,8.0,27.55,Cloudy
Central,7,25.91,91.04,1004.05,12.65,16.5,58.07,Rain
West,1,21.98,40.32,1012.89,5.79,11.85,38.9,Sunny
South,8,24.4,85.08,1010.48,14.72,27.73,97.82,Rain
South,1,22.31,43.13,1004.57,11.51,7.07,18.71,Cloudy
North,2,12.76,30.34,1008.36,12.27,11.62,38.86,Sunny
West,2,24.25,37.28,1014.13,5.13,2.5,12.79,Cloudy
West,1,24.08,32.1,1009.85,12.77,4.89,7.6,Cloudy
East,5,33.49,69.06,1004.77,13.16,15.69,73.53,Cloudy
Central,12,18.69,50.04,1009.65,9.05,14.76,36.93,Cloudy
East,3,35.46,65.84,1007.67,7.18,9.48,42.48,Cloudy
North,9,22.65,63.65,1010.49,12.38,15.0,52.65,Rain
East,4,35.9,58.76,1008.35,10.53,11.04,56.57,Sunny
North,3,33.29,40.21,1012.36,15.75,12.63,55.23,Cloudy
West,9,26.94,61.58,1011.47,14.49,14.19,41.17,Rain
East,12,18.88,66.99,1014.25,8.95,12.31,49.66,Sunny
East,5,37.72,55.31,1008.4,13.16,11.17,36.25,Sunny
South,12,27.88,60.66,1002.63,12.5,11.33,23.22,Sunny
South,5,36.8,70.38,1008.04,10.08,17.45,70.85,Rain
West,1,21.9,39.14,1012.55,7.87,5.5,23.32,Sunny
Central,9,29.74,81.64,1006.58,16.76,17.33,59.75,Rain
Central,2,16.93,47.55,1002.94,11.6,8.69,39.39,Sunny
East,1,18.36,34.31,1005.73,11.82,11.11,37.11,Cloudy
South,4,32.72,63.54,1009.81,13.7,8.0,38.51,Cloudy
North,11,26.07,72.28,1007.56,7.12,16.88,55.41,Rain
North,9,27.87,62.84,1012.11,7.82,15.0,32.82,Rain
West,6,22.53,73.82,1007.88,15.26,18.75,60.37,Rain
Central,12,27.03,48.24,1002.86,11.04,7.34,18.47,Sunny
South,8,25.05,83.93,1007.32,13.98,23.73,56.73,Rain
South,7,27.86,84.75,1011.05,17.35,37.96,100.0,Storm
South,4,35.45,61.25,1008.43,14.84,8.0,33.54,Sunny
East,6,28.33,82.93,1010.08,16.16,27.13,86.92,Rain
East,2,19.68,38.5,1012.17,5.97,12.67,11.21,Cloudy
South,11,31.24,79.47,1012.05,12.71,23.74,96.04,Rain
East,10,23.39,84.18,1005.7,11.17,14.2,58.36,Rain
West,7,25.49,94.09,1011.22,15.47,26.98,100.0,Rain
West,12,22.67,40.9,1005.66,8.4,11.14,40.68,Cloudy
North,3,32.19,52.6,1013.33,8.14,4.5,19.34,Cloudy
West,9,24.35,75.02,1008.53,18.64,18.04,74.85,Rain
North,9,23.47,66.07,1006.33,16.75,15.33,49.25,Rain
South,6,28.63,88.04,1002.87,17.46,21.09,75.48,Rain
East,7,27.79,93.57,1010.84,16.6,27.07,91.4,Rain
North,1,11.58,30.68,1010.38,3.23,6.92,30.3,Sunny
North,2,16.11,44.94,1008.75,12.17,9.97,29.72,Sunny
South,8,33.35,84.9,998.09,15.09,27.11,100.0,Rain
South,12,19.95,48.21,1007.26,3.61,11.31,30.45,Sunny
East,4,32.35,68.16,1006.38,13.62,8.5,34.8,Cloudy
North,8,23.51,69.19,1008.48,14.7,15.96,40.87,Cloudy
South,9,25.35,90.16,1008.99,11.14,18.5,51.84,Rain
South,5,38.65,62.99,1004.96,15.01,20.33,96.17,Sunny
South,5,35.85,69.15,1009.95,12.48,8.0,10.09,Sunny
Central,1,19.73,41.05,1006.42,10.01,19.24,57.62,Cloudy
East,6,23.98,79.42,1007.63,10.12,19.0,82.34,Rain
West,1,19.01,40.49,1013.19,11.5,4.66,35.25,Cloudy
East,2,23.91,52.44,1008.12,13.9,7.5,5.38,Cloudy
West,12,19.45,43.86,1019.34,10.57,10.45,35.87,Sunny
Central,5,27.06,50.56,1011.54,15.9,6.0,23.64,Cloudy
East,7,32.58,89.1,1001.99,20.97,25.5,76.62,Storm
South,8,30.74,92.07,1000.97,14.54,18.5,77.57,Rain
South,3,35.39,59.46,1010.85,12.38,8.0,41.54,Cloudy
South,5,40.0,57.85,1006.94,5.35,8.0,38.46,Cloudy
South,8,28.32,88.83,1013.55,12.94,22.39,58.02,Rain
Central,5,30.53,57.18,1004.53,12.24,21.46,82.96,Sunny
North,6,21.85,80.93,1010.5,18.34,17.1,71.95,Rain
South,3,35.99,56.06,1009.83,18.74,15.44,32.62,Cloudy
East,1,17.56,60.65,1007.14,8.68,10.16,38.96,Sunny
Central,10,23.53,65.38,1011.9,8.46,10.5,48.59,Sunny
South,8,27.03,79.42,1011.64,13.08,23.55,75.99,Rain
North,5,29.55,28.16,1010.54,10.87,4.5,22.18,Cloudy
South,2,27.0,48.27,1010.64,8.04,7.0,25.01,Sunny
South,11,31.38,75.32,1009.88,16.75,12.5,43.5,Rain
West,6,26.98,73.69,1004.37,17.21,14.0,45.13,Rain
East,5,36.24,56.62,1010.94,11.04,8.5,27.01,Cloudy
North,12,9.97,33.2,1009.71,14.18,12.59,23.0,Sunny
South,2,28.03,39.52,1007.35,9.38,7.7,37.17,Cloudy
North,11,18.26,44.06,1003.49,16.61,19.62,74.43,Sunny
West,6,22.89,83.69,1006.33,7.22,14.0,20.34,Rain
East,3,31.07,65.46,1008.62,9.22,10.87,32.7,Sunny
South,12,16.79,64.75,1006.23,11.09,10.79,44.36,Sunny
South,11,28.76,79.31,999.65,16.27,24.4,92.56,Rain
West,8,26.29,75.12,1008.13,13.86,16.06,95.83,Rain
North,3,32.66,44.14,1006.93,2.38,10.17,43.64,Sunny
West,10,24.07,75.17,1004.21,14.28,16.9,51.73,Rain
South,6,26.38,94.74,999.6,18.09,26.42,100.0,Storm
Central,6,26.38,74.79,1006.55,24.38,16.5,58.12,Rain
East,7,28.38,80.36,1005.16,11.34,19.0,65.29,Rain
Central,4,28.33,45.49,1015.36,4.05,6.0,23.14,Cloudy
Central,10,22.88,64.4,1007.09,12.51,19.58,60.71,Cloudy
West,9,25.94,83.14,1005.6,14.57,29.8,100.0,Rain
South,6,30.27,92.93,1014.67,15.9,36.64,100.0,Storm
North,7,22.56,60.24,1012.22,17.14,20.26,76.84,Cloudy
North,3,31.73,41.27,1004.58,11.37,4.5,23.56,Sunny
West,12,17.73,39.83,1024.4,16.15,10.08,16.96,Sunny
South,8,28.28,87.05,1010.25,9.98,29.63,86.29,Rain
Central,7,29.61,85.63,1009.45,13.48,16.5,58.06,Rain
West,7,26.25,71.33,1011.5,14.52,14.0,57.44,Rain
Central,3,33.86,60.77,1011.82,14.38,10.0,24.89,Cloudy
West,5,35.18,49.1,1009.09,11.81,16.25,57.84,Cloudy
East,11,27.54,75.38,1006.3,12.01,17.11,62.42,Rain
Central,7,23.36,87.45,1011.86,18.99,19.43,75.58,Rain
West,10,28.7,64.24,1012.19,16.57,12.7,33.25,Cloudy
South,11,28.91,74.23,1009.79,5.56,12.5,40.92,Rain
